"","ID","Short Title","Year"
"1325","B08671","The sea-mens invitation, : with a passengers observation in some particular things which concern them that practice navigation. 1 Their remarkable deliverances; and the use they make of them. 2 Their tempting and provoking of God about the winde, which obeys the Lord. 3 Their abusing themselves and their liberty when they go a shoar, whereby the creature suffers. 4 Something in particular to the captains and masters, and to all their inferiour officers. 5 How little the sea-men (with the souldiers in the fleet) are profited by their chaplains that in the year do get several groats out of their wages. And a more excellent way of teaching shewn then that of their chaplains. / By a servant of the truth, and a lover of righteousnesse, called William Caton.","1659"
"1326","B08688","The charge of the admirals of England","1693"
"1327","B08717","Articles of peace, commerce and alliance, between the crowns of Great Britain and Spain. : Concluded in a treaty at Madrid the 13./23. day of May, in the year of our Lord God, 1667 / translated out of Latine. Published by His Majesties command.","1667"
"1328","B08738","The charter of the Bahama Islands","1670"
"1329","B08883","A brief relation and exact map of the harbour of New-Castle near Tinmouth-Barre, since December 1672 : when eight ships wee overwhelmed by the freshes, of which six were (as not lying difficult) removed and cleared the first month, the other two being great and deep laden, sunk in the best of the harbour, were blown up with gun-powder a few months after, with some particulars of what change happened that harbour thereupon to this present August following.","1673"
"1330","B08897","The declaration and remonstrance : of the sea-men and mariners, concerning the present war and engagement between the Parliament of England and the Hollanders : with their gallant resolution to live and die together in the defence and preservation of religion, law, liberty, and freedom, and a list of the names of the English fleet, together with the number of men and ordnanoe [sic].","1653"
"1331","B08913","The deplorable case of great numbers of suffering subjects, concerned in the ships and vessels employed in Their Majesties transport-service : humbly offerred to the High Court of Parliament now assembled.","1691"
"1332","B08921","A description of the city of Aeth and situation of the castle, : with an exact journal of the siege, begun the 17th of May new stile, till the capitulation on the 5th of June, and surrender on the 7th together with the new fortifications made by the French, 1667.","1697"
"1333","B08922","A description of the Turks prayers and fasts before they go to war with the Christians","1685"
"1334","B08978","The petition of the East India Company : to the honourable the knights, citizens and burgesses, assembled in Parliament, the humble petition of the governor and company of merchants of London, trading to the East-Indies in a general court assembled.","1691"
"1335","B09002","The inclosing of Jarrowslike and making ballast-shores on it, will greatly advantage the river Tyne and all ships trading to that port : and be no real damage to any unless it be so, to some perticular ballast-wharfs already made on the river in places not so fit for that use as this will be when tis done : the preservation of the river, or what may any way damage the trade of Newcastle in general, being intended to be provided for in the bill.","1670"
"1336","B09107","Message sent from the House of Commons to Robert Earle of Warvvicke, admirall of His Majesties Navie Royall : concerning the ships which now lye ready at the coast of Holland laden with ammunition to be sent to His Majesty at Yorke, with the message which they sent to the Dutch ambassadour and his answer to the said message, likewise the report which was made to both Houses, concerning 800 men which are to be sent from France and Spain to His Majesty to assist him against the High Court of Parliament, and the Parliaments resolution concerning the same.","1642"
"1337","B09129","A relation of the sea fight between the united fleets of the English and Dutch, against the French, : as it was sent to the States General, by Admiral Evertsen, and published by their authority at the Hague in the monthly accounts of July last.","1690"
"1338","B09130","An exact and true account on the taking five French ships laden with ammunition, : by the Dutch, design'd for Ireland: together with the particulars of the blowing up of Dunkirk by the magazine taking fire.","1690"
"1339","B09144","An explanation of the solemn advice, recommended by the Council in Connecticut Colony, to the inhabitants of that jurisdiction, respecting the reformation of those evils, which have been the procuring cause of the late judgments upon New-England. / By Mr. James Fitch ...","1683"
"1340","B09160","An epistle to all my dear Friends elect and precious in America.","1675"
"1341","B09169","A full and true relation of the elephant : that is brought over into England from the Indies, and landed at London, August 3d. 1675. Giving likewise a true account of the wonderful nature, understanding, breeding, taking and taming of elephants.","1675"
"1342","B09287","Ireland. By the Commissioners of the Parliament of the Common-wealth of England for the Affairs of Ireland. : Whereas there hath been of late years a custom in this countrey of passing currant in payments, all manner of clipt English money, and likewise Spanish money, (commonly called ryals or peices of eight) with many other sorts of forreign coin and money ...","1652"
"1343","B09290","Ireland. By the Lord Deputy and Council. : Whereas in December last past one commission was then issued and granted unto Iohn Santhy Esq; and others therein named, thereby authorizing them to enquire of, hear and determin the claims, rights and titles of all persons of the Irish nation that are transplantable into the province of Connaught and county of Clare ...","1655"
"1344","B09340","The maiden-head lost by moon-light, or, The adventure of the meadow / written by Joseph Kepple.","1672"
"1345","B09413","A list of Their Majesties Royal Fleet : now actually at sea, with the number of men and guns; also the commanders names.","1689"
"1346","B09414","A list of their names who by their adventures are capable of being chosen committees for the year 1679","1679"
"1347","B09481","Anno Regni Regis &amp; Regin&aelig; Gulielmi &amp; Mari&aelig; secundo. By the governour, &amp; Council. : Whereas the Honourable Sir William Phipps knight is appointed to take the command of such forces as shall be raised for Their Majesties service in the present expedition against the French at Nova Scotia, and L'Accadie.","1689"
"1348","B09486","At a Council held at Boston the 22d. of August 1678. : whereas Benjamin Wait and Stephen Jennings of Hadley on the 24th. of October last 1677. were appointed and ordered by the honoured Governour John Leveret Esq. to take their journey to Canada in order to their procuring the several English captives that were taken by the Indians from Hatfield on the 19th. of September last ...","1678"
"1349","B09494","At a general court for Their Majesties colony of the Massachusetts Bay in New-England, sitting at Boston, upon adjournment, December. 22th. 1691. : Forasmuch as these coasts have been and still are infested with divers piratical sea rovers and other enemies; whereby sundry depredations, robberies and damages have been done to and committed upon many of the king and Queens Majesties liege subjects, their vessels, goods and estates to the great impoverishing and hurt of the same ...","1691"
"1350","B09496","At the second sessions of the general court held at Boston in New-England. : Whereas it hath pleased His Most Excellent Majesty our gratious King, by his letter bearing date the twenty seventh of April, 1678. to signifie his royal pleasure, that the authority of this his colony of Massachusetts in New-England, do give forth orders that the oath of allegiance as it is by law established within his kingdome of England, be administered and taken by all his subjects within this colony, who are of years to take an oath ...","1678"
"1351","B09497","At a sessions of the General Court held at Boston the 3d. of November 1675. : This court being in some measure sensible of the hand of the Lord being stretched forth against us in the way of his judgments, by sickness and war shortning our numbers ... This court doth appoint and set apart the second day of December next to be kept a day of solemn humiliation and prayer throughout the severall churches, congregations and town in this colony ...","1675"
"1352","B09498","At a session of the General Court of the Massachusets [sic] Colony, in Boston, 28th of May, 1690. : Whereas the honourable Sir William Phipps, Knight, is appointed to take the chief command, and Major John Walley to be second unto him in command of all the forces that shall be provided for their Majesties service, in an expedition of Gods assistance intended for Canada, against the common enemy, French and Indians.","1690"
"1353","B09501","By the governour &amp; general court of the colony of the Massachusetts Bay, in New-England. : It having been a thing too sensible and obvious to escape the observation of all who are not wholly strangers in our Israel; that this poor land has laboured under a long series of afflictions and calamities, whereby we have suffered successively in our precious and pleasant things ... Wherefore it is ordered, that the laws of this colony against vice, and all sort of debauchery and prophaness (which laws have too much lost their edg by the late interrpution of the government) be now faithfully and vigorously put in execution ...","1690"
"1354","B09511","The Bostonian Ebenezer. : Some historical remarks, on the state of Boston, the chief town of New England, and of English America. With some, agreeable methods, for preserving and promoting, the good state of that, as well as any other town, in the like circumstances. / Humbly offered, by a native of Boston.","1698"
"1355","B09518","To His Excellency, Richard, Earl of Bellomont, Baron of Coloony, in the Kingdom of Ireland, Governour and Commander in Chief of the Provinces of the Massachusetts-Bay, New-York and New-Hampshire. : The address of the ministers met at Boston in New England, May 31st. 1699.","1699"
"1356","B09526","Of the opening of rivers for navigation, : the benefit exemplified, by the two Avons of Salisbury and Bristol. : with a Mediterranean passage by water for billanders of thirty tun, between Bristol and London, with the results.","1660"
"1357","B09547","A second proposal by William Morgan His Majesty's cosmographer, for a general sale of Mr. Ogilby's works, to enable him to finish Britannia, with the second part of Asia, and Europe","1677"
"1358","B09556","The words of a new interlude, called the Four seasons, or Love in every age. : And of all the musical entertainments, in the new opera, called the Island Princess, or The generous Portuguese. Performed at the Theatre Royal. / Written by Mr. Motteux.","1699"
"1359","B09569","The narrative of the most terrible and dreadfull tempest, hurricane, or earthquake in Holland, on Wednesday the 22 of July last, : with the particulars of the damages, how it overthrew and bent down vast numbers of steeples, mills, and houses destroyed many men and children, cast away abundance of ships in several places, almost utterly ruined the citty of Utrecht, where the churches following are demolished; the famous Dome, or cathedral of that place. The spire of Saint Jamses. Burr Kirk. St Peters Church, and St. Nicholas Church. And other wonderful devastations; so that 'tis judged by some men, the Dutch have hereby suffered no less damage, than London by the dreadfull fire in sixty-six. / Printed first at Amsterdam, by order of the states, and translated and published in English, for general satisfaction, from the Dutch copy. ; To which is added, a letter from Kent, whereby it appears that the remains of this strange storm proceeding to England ... the same night in Rumney Marsh, and there abated.","1674"
"1360","B09574","A new and accvrate map of the world : drawne according to the truest descriptions, latest discoveries, and best observations, that have been made by English or strangers : with briefe and most plaine notes upon the whole body of cosmology of cosmographie for the easie vnderstanding thereof pleasant and usefull for all such as desire to know further than of their owne home.","1641"
"1361","B09751","The poor man, the merchant, and the king, or, The king's brother, his wife sentence for the poor man. To the tune of King and poor northern men","1660"
"1362","B09777","[Joy after sorrow], being the sea-mans return from Jamaica:, or, The lovely lasses late lamentation for the long absence of her dearest beloved friend : a voyage to Jamaica he pretends: but at his comming home makes her amends. To an excellent new tune, called, My love is gone to Bohemy, or, Wet and weary.","1648"
"1363","B09786","Prince Butler's querical demonstrations relating to the East-India trade","1699"
"1364","B09804","Proposals of the undertakers for setling a free port in West-India.","1687"
"1365","B09808","Propositions made by the sachems of the three Maquas castles, to the mayor, aldermen, and commanalty [sic] of the city of Albany, and military offiicers of the said city, and county in the city-hall, Febryary 25th. 1689/90. : Peiter Schuyler mayor, with ten more gentlemen, then present. / Interpreted by Arnout &amp; Hille.","1690"
"1366","B09845","Reasons for the East-India Company's sending out twelve ships to India about the 15th of January next","1692"
"1367","B09848","Reasons humbly offered against the establishing the present East India Company by Act of Parliament, exclusive of others, and confirming their charters","1700"
"1368","B09874","A representation to King and Parliament, of some of the unparralleld sufferings of the people of the Lord called Quakers, in New England : together with the remarkable judgments of God upon sundry of their persecutors.","1669"
"1369","B09931","The sad and dreadfull accident of the burning of a rich Turkey ship by lightning, : in the road of Gravesend: on Thursday the 23d. of June, 1687.","1687"
"1370","B09936","A sad, and true relation of six seamen, who sold themselves to the devil.","1698"
"1371","B09946","Sam, against sheperd: or, Reasons offer'd by the new East-India Company, for passing the bill, for raising two millions, with the benefit of the trade to India, in the year 1698. : and reasons now offer'd by the New East-India Company, against the bill for continuing the Old East-India Company a corporation, in this present year, 1699.","1699"
"1372","B10031","A short compendium of the new and much enlarged sea-book, or, Pilots sea-mirror: : containing the distances and thwart courses of the eastern, northern, and western navigation. Newly enlarged and amended, by several experienced navigators. / And now for the benefit and encouragement of our sea-men translated into English: and calculated according to 20 leagues for a degree by L. Childe Esquire.","1669"
"1373","B10043","The sisters complaint for the decay of the gallants : To the tune of, Will womens vanities never have end.","1684"
"1374","B10078","A monumental memorial of marine mercy : being an acknowledgement of an high hand of Divine deliverance on the deep in the time of distress, in a late voyage from Boston in New-England to London, anno 1683. : In a poem. / By Richard Steere. ; To which is added another occasioned by several remarkable passages happening at the birth of a male child on board the same ship in her voyage returning 1684. By the same author then a passenger.","1684"
"1375","B10103","The success of the two English travellers newly arrived at London ; To a new Irish tune.","1685"
"1376","B10187","A true account of the actions with the whole defeat of the Turkish Army at Vienna / by the imperiallists.","1683"
"1377","B10200","A True Relation of the rise and progress of the East India Company, : shewing how their manufactures have been, are, and will be prejudicial, to the manufactures of England; and what endeavours have been used for and against any restriction. Together with some remarks thereon.","1699"
"1378","B10205","Tuesday, October 31, 1693. : The trustees and goldsmiths for the Profitable Adventure to the Fortunate, met in Freemans Yard, Cornhill ...","1693"
"1379","B10245","A particular and impartial account of a great fight in Ireland: and of the raising the siege of London-Derry, by the Protestants. : Also a true relation of the malice and cruelty of the Irish Papists, in their burning Coleraine, Carrickfergus, and several other places of note, in their flight.","1689"
"1380","B10248","An exact survey of the United Provinces of the Netherlands. : Of their cities, castles, fortresses, and other their dominions there: With some remarques of their government, antiquities and memorable actions. Together with an exact map of the Seven Provinces: which is also to be sold alone. / Collected by T.W.","1673"
"1381","B10266","A trip. to Jamaica: : with a true character of the people and island. / By the author of Sot's paradise.","1699"
"1382","B10274","We have been banter'd &amp; bubbl'd &amp; cheated &amp; banter'd &amp; bubbl'd : a song.","1700"
"1383","B11942","The abridgment of Camden's Brita[n]nia : with the maps of the seuerall shires of England and Wales.<UTIT>Britannia. English. Abridgments</UTIT>","1626"
"1384","B12802","A copie of the principall parts of His Maiestie commissions for granting pardons to such as vse trades, whereto they haue not been apprentices, and for dispencing with them to continue the same for their liues, notwithstanding the statute of Quinto Elizabeth","1619"
"1385","B14276","The benefit of the auncient bathes of Buckstones : vvhich cureth most greeuous sicknesses, neuer before published: / compiled by Iohn Iones phisition. At the Kings Mede nigh Darby. Anno salutis 1572. Seene and alowed acording to the order appointed.","1572"
"1386","B14326","Kemps nine daies vvonder : Performed in a daunce from London to Norwich. Containing the pleasure, paines and kinde entertainment of William Kemp betweene London and that citty in his late morrice. Wherein is somewhat set downe worth note; to reprooue the slaunders spred of him: many things merry, nothing hurtfull. Written by himselfe to satisfie his friends.","1600"
"1387","B14939","Courant newes out of Italy, Germany, Bohemia, Poland, &amp;c.","1621"
"1388","B14940","Courant newes out of Italy, Germany, Bohemia, Poland, &amp;c.","1621"
"1389","B14941","Courant newes out of Italy, Germany, Bohemia, Poland, &amp;c.","1621"
"1390","B14942","Newes from the Low Countries, or a courant out of Bohemia, Poland, Germanie, &amp;c.","1621"
"1391","B14943","The courant out of Italy and Germany, &amp;c.","1621"
"1392","B14944","The courant out of Italy and Germany, &amp;c.","1621"
"1393","B14945","The courant out of Italy and Germany &amp;c.","1621"
"1394","B14946","The courant out of Italy and Germany &amp;c.","1621"
"1395","B14947","A true report of all the speciall passages of note lately happened in the Ile of Ree : betwixt the Lord Duke of Buckingham his Grace, Generall for the King of England, and Monsieur Thorax, Gouernour of the Fort in the said Ile, as also betwixt the Duke and the French King, likewise the present state of the Rochellers, and of the Kings Armie lying before it. [Novemb. I.] Numb. 40. The continuation of our vveekly newes from the 24. of October to the 2. of Nouember. Containing among the rest these speciall particulars following. Vnto which is added newes from Germany, France, and diuers parts of Christendome. The warlike proceedings of the imperialists, and Danish. The treatie of peace betwixt Poland and Sweden. The Emperours iourney towarde Prage. Besides diuers other matters of moment. Printed by authoritie.","1627"
"1396","B14948","The new tydings out of Italie are not yet com","1620"
"1397","B14949","July. 16. Numb. 9. The continuation of the most remarkable occurrences of newes, since the 4 of Iune, vntill this present. 1630 : Containing, amongst diuers others, these particulars. The preparation and landing of the King of Sweden in Germany, with a mighty army, against the emperour: together with a list of his whole army, horse and foot. A late skirmish and ouerthrow giuen by the States forces, to Count Iohn of Nassaw, himselfe being taken prisoner, being sore hurt: together with diuers men of note neare Wesel. Newes of the arriuall of the two Spanish plate fleets at the Havanna, with the Gargazin of their lading and riches. The great ielousie of the emperour, of the Turkes comming into Hungary, with the great cruelty of the said Turkes, vsed against certaine merchants of Hungary. The arriuall of diuers Dutch ships; richly laden, both from East-Indies, and from Farnambuco together with many other particulars, both from Italy Sauoy, France, and the Low-Countries.","1630"
"1398","B14951","March 14. Numb. 23. The continuation of our weekly newes, from the 18. of February to this 14. of March : Containing, amongst other things, these particulars following: the good successe of the king of Sweden in the land of Meckelburgh, with the names of the townes he hath lately taken. With divers particulars concerning Monsieur Tilly his preparation and strength to oppose the said king of Sweden. The French Kings letter to the court of Parliament of Normandy, concerning the restraint of the Queene Mother, and other of the nobility of France. In French and English.","1631"
"1399","B14952","Iune, 25. Numb. 31. The continuation of our weekly nevves from forraine parts : Contayning amongst divers matters these particulars following. The preparation of the Duke of Saxony and all the Protestant princes, and their vnanimous joyning with the King of Sweden, for the recovery and preservation of theyr liberties, against the unjust persecution of the Emperour. The great preparation of the King of Svveden for the performance of some great designe about the river blve. The Emperours denunciation of grievuous punishment against the citie Newrembergh and all that shall partake with them, by reason they continue in the raising forcesx contrary to the Emperours command, tow hich end the Emperor hath given charge to the D. of Bavaria to oppose them with all his powers. ...","1631"
"1400","B14953","Septemb. 2. Numb. 37. The continuation of our forraine avisoes, from the 20. of the last moneth to this present : Containing the confirmation of the newes published the 20.th of August, concerning the severall encounters betwixt the King of Sweden and General Tilly, with the three dayes welcome given him, upon his project of nayling the K. of Sweden ordnance. An apologie of the King of Swedens (formerly published in the Dutch) not vnfit to give satisfaction to the world, concerning his not releeving of the citie Magdenburgh, wherein you shall finde a briefe relation of the Kings proceeding ever since hee began the warre in Germanie. The landing of the L. Generall, the Marquis Hamilton at Stralsunt, with all his men sound and well.","1631"
"1401","B14954","Ianuary 12. Numb. 6. The continuation of our vveekely avisoes, since the 2. ditto to the 12. of the same : Containing amongst divers other things these particulars following; the arrivall of the Queene of Sweden at the citie of Wittenburg, where a few houres after came a messenger from the King of Sweden, that presented her with these particulars following. An image of the child Iesus of pure gold ... and another image of S. Martin of pure gold; all which amongst other he had taken, being ornaments of popish churches. The present state of Tillyes armie ... The rendring of the citie of Mentz, and Oppenheym, with the taking of that castle by assault, with the articles of agreement vpon the former rendring. The cruell and barbarous behaviour of the Spanisp towards all the townes which they doe forsake before they depart away from them. The King of Sweden hath lately taken in the Palatinate these townes; Oppenheym, Crutznatk, Bagrag, Ladenburg, Slakenburg, and all the Bergstraight ...","1632"
"1402","B14955","Corante, or nevves from Italy, Germanie, Hungarie, Spaine and France. 1621","1621"
"1403","B14956","Aprill 28. Numb. 20. The continuation of our forraine avisoes, since the 24. ditto : Conteining many very remarkeable passages concerning Germany, Italy, France, the Low Countries, &amp;c. As namely, the popes deniall to furnish the emperour with money. Discontents betwixt the emperour, and the Prince of Transilvania. A more particular relation of the King of Swedens routing of Generall Tilly neare Ausburgh. His maiesties further proceedings since then, and of his taking in of these townes Ginsburgh, Lawingen, Hoogstadt; Dillingen, Grundelingen, Windelingen, Elching, Kirberg, Oberendorfe. A pretty passage betwixt the King of Sweden and one of Tillies sentinels. The restoring of the Protestant religion at Donawert, and rendring of divers cities and townes in Bavaria, to his Maistie of Sweden. With many other particulars from divers other places.","1632"
"1404","B14957","Iune 6. Numb. 26. The continuation of our forraine avisoes, since the 28. of the last moneth, to this present : 1. The care of the old King and State of Poland, to provide for the defence of Lituania, and the confines, against the present invasion of the Muscovite. 2. The like care of the late King of Poland, for the governement of that kingdome in the interregnum, (being sicke) if in case he should die, and of his death on the 29. of Aprill following. 3. The names of some of the competitors which doe now labour to make a faction to be elected king. 4. The latest and best confirmed newes of the King of Sweden his proceeding in Bavaria, and of those cruelties vsed by the mutinous Boores against some of the Swedes, whereupon the King hath beene forced to punish that country, more then hee hath done any place, since he came into Germany [...]","1632"
"1405","B14958","Iune 6. Numb. 26. The continuation of our forraine avisoes, since the 28. of the last moneth, to this present : 1. The care of the old King and State of Poland, to provide for the defence of Lituania, and the confines, against the present invasion of the Muscovite. 2. The like care of the late King of Poland, for the governement of that kingdome in the interregnum, (being sicke) if in case he should die, and of his death on the 29. of Aprill following. 3. The names of some of the competitors which doe now labour to make a faction to be elected king. 4. The latest and best confirmed newes of the King of Sweden his proceeding in Bavaria, and of those cruelties vsed by the mutinous Boores against some of the Swedes, whereupon the King hath beene forced to punish that country, more then hee hath done any place, since he came into Germany [...]","1632"
"1406","B14960","Iune 23. 1632. Numb. 29. The continuation of our forraine avisoes, since the 16. of this present : The continuance of the troubles at Constantinople. The differences in Polonia, about the choyce of a new King. The articles between the King of Sweden and the Duke of Bavaria. A letter of the French kings, relating the troubles betwixt his majestie and the Duke of Loraine. Some Low-Country passages about the present state of the warres there. The rendition of Prague to the Emperour vpon conditions. Some late passages of the King of Sweden in Bavaria. Also, the pursuite of the Spanish by the Swedish in the Palatinate.","1632"
"1407","B14961","The continuation of ovr weekely avisoes, since the 30. of the last moneth to this present : Containing amongst the rest these particulars following. 1 The free exercise of the Protestant relgion in Ratisbone, or Reginspurgh. 2 Other letters written and sent by Henry Earle of Vandenberg; the one to the Infanta, manifesting his discontent, the other to the states, prelates, nobility, gentry, cities, and provinces of the Netherlands. 3 A letter from Norimberg concerning the King of Sweden his being at Furte with 20000. experienced souldiers, intending to meete with Walsteyn in Bohemia. 4 The passages of the Duke of Saxonie, and Walsteyn, or Freedland, before the King of Sweden came neere them. 5 The late accord betwixt the French King, and the D. of Lorraine. 6 Generall Pappenheym beaten by the Lands-graue of Hessen. 7 The great discontent amongst the subjects of the Arch-Dutches, vpon the revolt of the Lords.","1632"
"1408","B14962","The continvation of ovr weekely avisoes, since the 19. of this present. : Certaine late and very remarkable passages twixt the Pope, and the embassadours of the Emperour and King of Spaine, concerning the excommunication of the King of Sweden and his adherents. A resolute and very religious speach of the King of Sweden, vpon occasion of a danger escaped. The last and certainest passages of Maestricht, in manner of a diurnall, by which you may guest of the event of that siedge. The names of certain English and French commanders lately hurt and slaine before Maestricht. A proclamation of the King of Spaine against Count Henry of Vandenberg, one of the revolted lords of that state. Conditions proffered by the Emperour to draw the Duke of Saxonto his side: ineffective. Besides divers other particulars of note.","1632"
"1409","B14963","The continvation of ovr weekely avisoes, since the 19. of this present. : Certaine late and very remarkable passages twixt the Pope, and the embassadours of the Emperour and King of Spaine, concerning the excommunication of the King of Sweden and his adherents. A resolute and very religious speach of the King of Sweden, vpon occasion of a danger escaped. The last and certainest passages of Maestricht, in manner of a diurnall, by which you may guest of the event of that siedge. The names of certain English and French commanders lately hurt and slaine before Maestricht. A proclamation of the King of Spaine against Count Henry of Vandenberg, one of the revolted lords of that state. Conditions proffered by the Emperour to draw the Duke of Saxonto his side: ineffective. Besides divers other particulars of note.","1632"
"1410","B14964","Advice given unto the states of of the Lovv-Countries : obedient &amp; faithfull to his Maiesty of Spaine, upon occasion of the letters written by Count Henry Vanden Bergh the 18. day of Iune 1632. to her Highnesse the Archdutchesse, and the estates in those dominions. As also unto the declaration made by him concerning his discontent received, being all fully answered and found to be unjust and unreasonable. If the reader please to compare them together, you shall find Henry of the Bergh his letters and declaration, printed in our aviso of Iune, the 30. Numb. 31. and Iuly 6. Numb. 32. Translated out of the French coppy.","1632"
"1411","B14965","September 1. Numb. 42. The continuation of our weekely avisoes, since the 23. of the last, to the first of this present : Conteining amonst the rest, these particulars following. A patheticall speech made by the King of Sweden to his commaunders and captaines, vpon occasion of some misdemeanors committed by the souldiers. The confirmation of the burning of the Walsteyn and Bavarian magazen at Fryenstadt, together with the defeat given vnto some imperiall regiments at the same time. The taking of great Glogaw and Breslaw, with other townes in Silesia, by the nixt forces of the Swedes, Saxons and Brandenburgers. The preparation of the King of Sweden by (command of a generall fast throughout the whole army, and in the city of Norimberg) to goe vpon some great designe, most of his forces being come to him. Something concerning France, and the troubles there.",NA
"1412","B14966","Nevves from the Lovv Countries","1621"
"1413","B14968","A iournall of all the principall passages of that late famous siege and taking of the citie of Mastricht by the Prince of Orange : Wherein you shall meete with many very remarkable passages, both on the part of the besiegers and besieged. Written by a gentleman of qualitie: and an actor in most of the proceedings. Vnto which is added a list of all the principall commaunders, and other officers, which were either slaine or hurt of all nations in time of the siege.","1632"
"1414","B14969","Corante, or, nevves from Italy, Germany, Hungaria, Polonia, France, and Dutchland. 1621","1621"
"1415","B14970","Corante, or newes from Italy, Germany, Hungarie, Spaine and France. 1621","1621"
"1416","B14971","Corrant out of Italy, Germany, &amp;c.","1620"
"1417","B14972","Corante, or weekely newes from Italy, Germany, Hungary, Poland, Bohemia, France and the Low Countreys","1621"
"1418","B14973","Corant or vveekly nevves, from Italy, Germany, Hungaria, Polonia, Bohemia, France, and the Low-Countries","1621"
"1419","B14974","Corante, or weekely newes, from Italy, Germany, Hungary, Poland, Bohemia, France, and the Low Countreys","1621"
"1420","B14975","Century 3. Numb. 20 The nevvs for this vveek from Norimberg, Frankford and Holland : Wherein (amongst other things) is contained, these remarkable passages following: the great preparation of the King of Poland against the Turke. Some things done by the French in Italie. The Weymarish have pillaged all the merchants goods of Frankford, which were going to Collen. The retreat of Banniers army out of Bohemia, towards Misnia, with his flighting of the places he held there, and the feare they apprehend at Lipsick of his approach that way. Something from Brazil, and something from the low Countreys, and from France, and Denmark.","1640"
"1421","B14976","Cent. 3. Numb. 48. The continuation of the forraine occurents for 5. weekes last past, containing many very remarkable passages of Germanie, France, Spaine, Italy, Sweden, the Low-Countries, and other parts of the world : Amongst which are these following particulars. 1. The rebellion and falling away of Catalonia confirmed, with their conjunction with the French. 2. The revolt and crowning of a new King of Portugall (the Duke of Briganza) by the name of Iohn the Fourth. 3. The proceedings of Bannier and the Swedish armies in Germany. 4. The taking of Carthagena and the plate fleet in the harbour there by the Hollanders. 5. What hath lately passed at the Dyet at Ratisbone. Examined and licenced by a better and more impartiall hand then heretofore.","1640"
"1422","B14977","A continuation of the former newes : Three great inuasions already attempted: the one by Bethlem Gabor, who with the Turkes is already come downe beyond the riuer Donaw: the other by the Count of Thurne, hauing the command of the Marquis of Iaggendorps forces, hath now entred into Selesia: the last by the Tartars vpon Polonia, which hath driuen them all to amazement. With the present estate of the siege of Breda, and in what manner Spinola hath beleager'd the towne. Likewise the resolution of the Colledge of Electors, concerning the succession of the Palatinate; as also the late commotion newly hapned in Rome; with the arrest of the Emperors Ambassador in Turkie, and diuers other occurrents.","1624"
"1423","B14978","Corant or vveekly nevves, from Italy, Germany, Hungaria, Polonia, Bohemia, France, and the Low-Countries","1621"
"1424","B14979","Corant or weekely newes, from Italy, Germany, Hungaria, Polonia, Bohemia, France, and the Low-Countries","1621"
"1425","B14980","Newes from Poland. : Wherein is truly inlarged the occasion, progression, and interception of the Turks formidable threatning of Europe. And particularly, the inuading of the kingdome of Poland. With many severall repulses he hath receiued from that braue and military nation: euen to this present moneth of October: as is truly collected out of the originall. Published by authority.","1622"
"1426","B14982","More nevves from the Palatinate; : and more comfort to euery true Christian, that either fauoureth the cause of religion, or wisheth well to the King of Bohemia's proceedings. / According to faithfull and honest letters, sent ouer since the beginning of March, and now published for the satisfaction of euery true English heart..","1622"
"1427","B14983","More nevves from the Palatinate; : and more comfort to euery true Christian, that either fauoureth the cause of religion, or wisheth well to the King of Bohemia's proceedings. / According to faithfull and honest letters, sent ouer since the beginning of March, and now published for the satisfaction of euery true English heart..","1622"
"1428","B14984",">More nevves from the Palatinate; : and more comfort to euery true Christian, that either fauoureth the cause of religion, or wisheth well to the King of Bohemia's proceedings. / According to faithfull and honest letters, sent ouer since the beginning of March, and now published for the satisfaction of euery true English heart..","1622"
"1429","B14985","The King of Bohemia's vvelcome to Count Mansfield, and into the Palatinate : vvith the defeat of Bauaria's and Monsieur Tilley's army, since his arriuall: (the King being there in person) their resolution to march into Bauaria. The papists feare of his good successe, and further progression: and many other remarkeable thinges concerning Brunswick and his actions. Faithfully taken out of the letters of best credit.","1622"
"1430","B14986","It is certified from Palermo in Sicilia, that Don Francisco di Castro, as future Vize-Roy, is gone with his gallies to Gaeta, : to be admitted therin, and that the said country hath determined to disburse 12000. crownes, to be imployed for the entertaining of him as a welcome thither: but he would not permit them to doe it, neither would receiue the presents that they of Palermo presented vnto him, nor once suffer the common people to be burthened with any expences.","1622"
"1431","B14987","Corrant out of Italy, Germany, &amp;c.","1621"
"1432","B14988","The true relation of that vvorthy sea fight, which two of the East India shipps, had with 4. Portingals, of great force and burthen, in the Persian Gulph : With the lamentable death of Captaine Andrew Shilling. With other memorable accidents, in that voiage. Printed this 2. of Iuly.","1622"
"1433","B14989","Corrant out of Italy, Germany, &amp;c.","1621"
"1434","B14990","Courant out of Italy, Germany, &amp;c.","1621"
"1435","B14991","The post of the prince : which advises vs the taking of Steen Bergh. And the besieging of Berghen vp Zoom, with all the circumstances of the parleyes, assaults, sallies, and all what is done vntill this time, as well by the Spanish campe, as the states garrisons. And relates all the late newes of Europe. And principally all the late proceedings of the Prince Palatine, the Count Mansfield, the Duke of Brunsvvick, and the Marquis of Baden; besides, all the late warre like actions in Switzerland; the Grysons; and Low Countries.","1622"
